2025-01-04|正常周末|0
2025-01-05|正常周末|0
2025-01-11|正常周末|0
2025-01-12|正常周末|0
2025-01-18|正常周末|0
2025-01-19|正常周末|0
2025-01-25|正常周末|0
2025-01-26|法定节假日|1
2025-01-28|法定节假日|1
2025-01-29|法定节假日|1
2025-01-30|法定节假日|1
2025-01-31|法定节假日|1
2025-02-01|法定节假日|1
2025-02-02|法定节假日|1
2025-02-03|法定节假日|1
2025-02-04|法定节假日|1
2025-02-08|法定节假日|1
2025-02-09|正常周末|0
2025-02-15|正常周末|0
2025-02-16|正常周末|0
2025-02-22|正常周末|0
2025-02-23|正常周末|0
2025-03-01|正常周末|0
2025-03-02|正常周末|0
2025-03-08|正常周末|0
2025-03-09|正常周末|0
2025-03-15|正常周末|0
2025-03-16|正常周末|0
2025-03-22|正常周末|0
2025-03-23|正常周末|0
2025-03-29|正常周末|0
2025-03-30|正常周末|0
2025-04-04|法定节假日|1
2025-04-05|法定节假日|1
2025-04-06|法定节假日|1
2025-04-12|正常周末|0
2025-04-13|正常周末|0
2025-04-19|正常周末|0
2025-04-20|正常周末|0
2025-04-26|正常周末|0
2025-04-27|法定节假日|1
2025-05-01|法定节假日|1
2025-05-02|法定节假日|1
2025-05-03|法定节假日|1
2025-05-04|法定节假日|1
2025-05-05|法定节假日|1
2025-05-10|正常周末|0
2025-05-11|正常周末|0
2025-05-17|正常周末|0
2025-05-18|正常周末|0
2025-05-24|正常周末|0
2025-05-25|正常周末|0
2025-05-31|法定节假日|1
2025-06-01|法定节假日|1
2025-06-07|正常周末|0
2025-06-08|正常周末|0
2025-06-14|正常周末|0
2025-06-15|正常周末|0
2025-06-21|正常周末|0
2025-06-22|正常周末|0
2025-06-28|正常周末|0
2025-06-29|正常周末|0
2025-07-05|正常周末|0
2025-07-06|正常周末|0
2025-07-12|正常周末|0
2025-07-13|正常周末|0
2025-07-19|正常周末|0
2025-07-20|正常周末|0
2025-07-26|正常周末|0
2025-07-27|正常周末|0
2025-08-02|正常周末|0
2025-08-03|正常周末|0
2025-08-09|正常周末|0
2025-08-10|正常周末|0
2025-08-16|正常周末|0
2025-08-17|正常周末|0
2025-08-23|正常周末|0
2025-08-24|正常周末|0
2025-08-30|正常周末|0
2025-08-31|正常周末|0
2025-09-06|正常周末|0
2025-09-07|正常周末|0
2025-09-13|正常周末|0
2025-09-14|正常周末|0
2025-09-20|正常周末|0
2025-09-21|正常周末|0
2025-09-27|正常周末|0
2025-09-28|法定节假日|1
2025-10-01|法定节假日|1
2025-10-02|法定节假日|1
2025-10-03|法定节假日|1
2025-10-04|法定节假日|1
2025-10-05|法定节假日|1
2025-10-06|法定节假日|1
2025-10-07|法定节假日|1
2025-10-11|正常周末|0
2025-10-12|正常周末|0
2025-10-18|正常周末|0
2025-10-19|正常周末|0
2025-10-25|正常周末|0
2025-10-26|正常周末|0
2025-11-01|正常周末|0
2025-11-02|正常周末|0
2025-11-08|正常周末|0
2025-11-09|正常周末|0
2025-11-15|正常周末|0
2025-11-16|正常周末|0
2025-11-22|正常周末|0
2025-11-23|正常周末|0
2025-11-29|正常周末|0
2025-11-30|正常周末|0
2025-12-06|正常周末|0
2025-12-07|正常周末|0
2025-12-13|正常周末|0
2025-12-14|正常周末|0
2025-12-20|正常周末|0
2025-12-21|正常周末|0
2025-12-27|正常周末|0
2025-12-28|正常周末|0
